N,E
3338279.524927,501613.711591
3338279.143703,501612.787108
3338278.762479,501611.862625
3338278.381255,501610.938142
3338278.000031,501610.013660
3338277.618808,501609.089177
3338277.237584,501608.164694
3338276.856360,501607.240211
3338276.475136,501606.315729
3338276.093913,501605.391246
3338275.712689,501604.466763
3338275.331465,501603.542280
3338274.950241,501602.617797
3338274.569017,501601.693315
3338274.187794,501600.768832
3338273.806570,501599.844349
3338273.425346,501598.919866
3338273.044122,501597.995383
3338272.662898,501597.070901
3338272.281675,501596.146418
3338271.900451,501595.221935
3338271.519227,501594.297452
3338271.138003,501593.372970
3338270.756779,501592.448487
3338270.375556,501591.524004
3338269.994332,501590.599521
3338269.613108,501589.675038
3338269.231884,501588.750556
3338268.850660,501587.826073
3338268.469437,501586.901590
3338268.088213,501585.977107
3338267.706989,501585.052625
3338267.325765,501584.128142
3338266.944541,501583.203659
3338266.563318,501582.279176
3338266.182094,501581.354693
3338265.800870,501580.430211
3338265.419646,501579.505728
3338265.038423,501578.581245
3338264.657199,501577.656762
3338264.275975,501576.732279
3338263.894751,501575.807797
3338263.513527,501574.883314
3338263.132304,501573.958831
3338262.751080,501573.034348
3338262.369856,501572.109866
3338261.988632,501571.185383
3338261.607408,501570.260900
3338261.226185,501569.336417
3338260.844961,501568.411934
3338260.463737,501567.487452
3338260.082513,501566.562969
3338259.701289,501565.638486
3338259.320066,501564.714003
3338258.938842,501563.789520
3338258.557618,501562.865038
3338258.176394,501561.940555
3338257.795170,501561.016072
3338257.413947,501560.091589
3338257.032723,501559.167107
3338256.651499,501558.242624
3338256.270275,501557.318141
3338255.889051,501556.393658
3338255.507828,501555.469175
3338255.126604,501554.544693
3338254.745380,501553.620210
3338254.364156,501552.695727
3338253.982933,501551.771244
3338253.601709,501550.846761
3338253.220485,501549.922279
3338252.839261,501548.997796
3338252.458037,501548.073313
3338252.076814,501547.148830
3338251.695590,501546.224348
3338251.314366,501545.299865
3338250.933142,501544.375382
3338250.551918,501543.450899
3338250.170695,501542.526416
3338249.789471,501541.601934
3338249.408247,501540.677451
3338249.027023,501539.752968
3338248.645799,501538.828485
3338248.264576,501537.904002
3338247.883352,501536.979520
3338247.502128,501536.055037
3338247.120904,501535.130554
3338246.739680,501534.206071
3338246.358457,501533.281589
3338245.977233,501532.357106
3338245.596009,501531.432623
3338245.214785,501530.508140
3338244.833561,501529.583657
3338244.452338,501528.659175
3338244.071114,501527.734692
3338243.689890,501526.810209
3338243.308666,501525.885726
3338242.927442,501524.961243
3338242.546219,501524.036761
3338242.164995,501523.112278
3338241.783771,501522.187795
3338241.402547,501521.263312
3338241.021324,501520.338830
3338240.640100,501519.414347
3338240.258876,501518.489864
3338239.877652,501517.565381
3338239.496428,501516.640898
3338239.115205,501515.716416
3338238.733981,501514.791933
3338238.352757,501513.867450
3338237.971533,501512.942967
3338237.590309,501512.018485
3338237.209086,501511.094002
3338236.827862,501510.169519
3338236.446638,501509.245036
3338236.065414,501508.320553
3338235.684190,501507.396071
3338235.302967,501506.471588
3338234.921743,501505.547105
3338234.540519,501504.622622
3338234.159295,501503.698139
3338233.778071,501502.773657
3338233.396848,501501.849174
3338233.015624,501500.924691
3338232.634400,501500.000208
3338232.253176,501499.075726
3338231.871952,501498.151243
3338231.490729,501497.226760
3338231.109505,501496.302277
3338230.728281,501495.377794
3338230.347057,501494.453312
3338229.965834,501493.528829
3338229.584610,501492.604346
3338229.203386,501491.679863
3338228.822162,501490.755380
3338228.440938,501489.830898
3338228.059715,501488.906415
3338227.678491,501487.981932
3338227.297267,501487.057449
3338226.916043,501486.132967
3338226.534819,501485.208484
3338226.153596,501484.284001
3338225.772372,501483.359518
3338225.391148,501482.435035
3338225.009924,501481.510553
3338224.628700,501480.586070
3338224.247477,501479.661587
3338223.866253,501478.737104
3338223.485029,501477.812621
3338223.103805,501476.888139
3338222.722581,501475.963656
3338222.341358,501475.039173
3338221.960134,501474.114690
3338221.578910,501473.190208
3338221.197686,501472.265725
3338220.816462,501471.341242
3338220.435239,501470.416759
3338220.054015,501469.492276
3338219.672791,501468.567794
3338219.291567,501467.643311
3338218.910344,501466.718828
3338218.529120,501465.794345
3338218.147896,501464.869862
3338217.766672,501463.945380
3338217.385448,501463.020897
3338217.004225,501462.096414
3338216.623001,501461.171931
3338216.241777,501460.247449
3338215.860553,501459.322966
3338215.479329,501458.398483
3338215.098106,501457.474000
3338214.716882,501456.549517
3338214.335658,501455.625035
3338213.954434,501454.700552
3338213.573210,501453.776069
3338213.191987,501452.851586
3338212.810763,501451.927103
3338212.429539,501451.002621
3338212.048315,501450.078138
3338211.667091,501449.153655
3338211.285868,501448.229172
3338210.904644,501447.304690
3338210.523420,501446.380207
3338210.142196,501445.455724
3338209.760972,501444.531241
3338209.379749,501443.606758
3338208.998525,501442.682276
3338208.617301,501441.757793
3338208.236077,501440.833310
3338207.854853,501439.908827
3338207.473630,501438.984345
3338207.092406,501438.059862
3338206.711182,501437.135379
3338206.329958,501436.210896
3338205.948735,501435.286413
3338205.567511,501434.361931
3338205.186287,501433.437448
3338204.805063,501432.512965
3338204.423839,501431.588482
3338204.042616,501430.663999
3338203.661392,501429.739517
3338203.280168,501428.815034
3338202.898944,501427.890551
3338202.517720,501426.966068
3338202.136497,501426.041586
3338201.755273,501425.117103
3338201.374049,501424.192620
3338200.992825,501423.268137
3338200.611601,501422.343654
3338200.230378,501421.419172
3338199.849154,501420.494689
3338199.467930,501419.570206
3338199.086706,501418.645723
3338198.705482,501417.721240
3338198.324259,501416.796758
3338197.943035,501415.872275
3338197.561811,501414.947792
3338197.180587,501414.023309
3338196.799363,501413.098827
3338196.418140,501412.174344
3338196.036916,501411.249861
3338195.655692,501410.325378
3338195.274468,501409.400895
3338194.893245,501408.476413
3338194.512021,501407.551930
3338194.130797,501406.627447
3338193.749573,501405.702964
3338193.368349,501404.778481
3338192.987126,501403.853999
3338192.605902,501402.929516
3338192.224678,501402.005033
3338191.843454,501401.080550
3338191.462230,501400.156068
3338191.081007,501399.231585
3338190.699783,501398.307102
3338190.318559,501397.382619
3338189.937335,501396.458136
3338189.556111,501395.533654
3338189.174888,501394.609171
3338188.793664,501393.684688
3338188.412440,501392.760205
3338188.031216,501391.835722
3338187.649992,501390.911240
3338187.268769,501389.986757
3338186.887545,501389.062274
3338186.506321,501388.137791
3338186.125097,501387.213309
3338185.743873,501386.288826
3338185.362650,501385.364343
3338184.981426,501384.439860
3338184.600202,501383.515377
3338184.218978,501382.590895
3338183.837755,501381.666412
3338183.456531,501380.741929
3338183.075307,501379.817446
3338182.694083,501378.892964
3338182.312859,501377.968481
3338181.931636,501377.043998
3338181.550412,501376.119515
3338181.169188,501375.195032
3338180.787964,501374.270550
3338180.406740,501373.346067
3338180.025517,501372.421584
3338179.644293,501371.497101
3338179.263069,501370.572618
3338178.881845,501369.648136
3338178.500621,501368.723653
3338178.119398,501367.799170
3338177.738174,501366.874687
3338177.356950,501365.950205
3338176.975726,501365.025722
3338176.594502,501364.101239
3338176.213279,501363.176756
3338175.832055,501362.252273
3338175.450831,501361.327791
3338175.069607,501360.403308
3338174.688383,501359.478825
3338174.307160,501358.554342
3338173.925936,501357.629859
3338173.544712,501356.705377
3338173.163488,501355.780894
3338172.782265,501354.856411
3338172.401041,501353.931928
3338172.019817,501353.007446
3338171.638593,501352.082963
3338171.257369,501351.158480
3338170.876146,501350.233997
3338170.494922,501349.309514
3338170.113698,501348.385032
3338169.732474,501347.460549
3338169.351250,501346.536066
3338168.970027,501345.611583
3338168.588803,501344.687100
3338168.207579,501343.762618
3338167.826355,501342.838135
3338167.445131,501341.913652
3338167.063908,501340.989169
3338166.682684,501340.064687
3338166.301460,501339.140204
3338165.920236,501338.215721
3338165.539012,501337.291238
3338165.157789,501336.366755
3338164.776565,501335.442273
3338164.395341,501334.517790
3338164.014117,501333.593307
3338163.632893,501332.668824
3338163.251670,501331.744341
3338162.870446,501330.819859
3338162.489222,501329.895376
3338162.107998,501328.970893
3338161.726774,501328.046410
3338161.345551,501327.121928
3338160.964327,501326.197445
3338160.583103,501325.272962
3338160.201879,501324.348479
3338159.820656,501323.423996
3338159.439432,501322.499514
3338159.058208,501321.575031
3338158.676984,501320.650548
3338158.295760,501319.726065
3338157.914537,501318.801582
3338157.533313,501317.877100
3338157.152089,501316.952617
3338156.770865,501316.028134
3338156.389641,501315.103651
3338156.008418,501314.179169
3338155.627194,501313.254686
3338155.245970,501312.330203
3338154.864746,501311.405720
3338154.483522,501310.481237
3338154.102299,501309.556755
3338153.721075,501308.632272
3338153.339851,501307.707789
3338152.958627,501306.783306
3338152.577403,501305.858824
3338152.196180,501304.934341
3338151.814956,501304.009858
3338151.433732,501303.085375
3338151.052508,501302.160892
3338150.671284,501301.236410
3338150.290061,501300.311927
3338149.908837,501299.387444
3338149.527613,501298.462961
3338149.146389,501297.538478
3338148.765166,501296.613996
3338148.383942,501295.689513
3338148.002718,501294.765030
3338147.621494,501293.840547
3338147.240270,501292.916065
3338146.859047,501291.991582
3338146.477823,501291.067099
3338146.096599,501290.142616
3338145.715375,501289.218133
3338145.334151,501288.293651
3338144.952928,501287.369168
3338144.571704,501286.444685
3338144.190480,501285.520202
3338143.809256,501284.595719
3338143.428032,501283.671237
3338143.046809,501282.746754
3338142.665585,501281.822271
3338142.284361,501280.897788
3338141.903137,501279.973306
3338141.521913,501279.048823
3338141.140690,501278.124340
3338140.759466,501277.199857
3338140.378242,501276.275374
3338139.997018,501275.350892
3338139.615794,501274.426409
3338139.234571,501273.501926
3338138.853347,501272.577443
3338138.472123,501271.652960
3338138.090899,501270.728478
3338137.709676,501269.803995
3338137.328452,501268.879512
3338136.947228,501267.955029
3338136.566004,501267.030547
3338136.184780,501266.106064
3338135.803557,501265.181581
3338135.422333,501264.257098
3338135.041109,501263.332615
3338134.659885,501262.408133
3338134.278661,501261.483650
3338133.897438,501260.559167
3338133.516214,501259.634684
3338133.134990,501258.710201
3338132.753766,501257.785719
3338132.372542,501256.861236
3338131.991319,501255.936753
3338131.610095,501255.012270
3338131.228871,501254.087788
3338130.847647,501253.163305
3338130.466423,501252.238822
3338130.085200,501251.314339
3338129.703976,501250.389856
3338129.322752,501249.465374
3338128.941528,501248.540891
3338128.560304,501247.616408
3338128.179081,501246.691925
3338127.797857,501245.767442
3338127.416633,501244.842960
3338127.035409,501243.918477
3338126.654186,501242.993994
3338126.272962,501242.069511
3338125.891738,501241.145029
3338125.510514,501240.220546
3338125.129290,501239.296063
3338124.748067,501238.371580
3338124.366843,501237.447097
3338123.985619,501236.522615
3338123.604395,501235.598132
3338123.223171,501234.673649
3338122.841948,501233.749166
3338122.460724,501232.824684
3338122.079500,501231.900201
3338121.698276,501230.975718
3338121.317052,501230.051235
3338120.935829,501229.126752
3338120.554605,501228.202270
3338120.173381,501227.277787
3338119.792157,501226.353304
3338119.410933,501225.428821
3338119.029710,501224.504338
3338118.648486,501223.579856
3338118.267262,501222.655373
3338117.886038,501221.730890
3338117.504814,501220.806407
3338117.123591,501219.881925
3338116.742367,501218.957442
3338116.361143,501218.032959
3338115.979919,501217.108476
3338115.598695,501216.183993
3338115.217472,501215.259511
3338114.836248,501214.335028
3338114.455024,501213.410545
3338114.073800,501212.486062
3338113.692577,501211.561579
3338113.311353,501210.637097
3338112.930129,501209.712614
3338112.548905,501208.788131
3338112.167681,501207.863648
3338111.786458,501206.939166
3338111.405234,501206.014683
3338111.024010,501205.090200
3338110.642786,501204.165717
3338110.261562,501203.241234
3338109.880339,501202.316752
3338109.499115,501201.392269
3338109.117891,501200.467786
3338108.736667,501199.543303
3338108.355443,501198.618820
3338107.974220,501197.694338
3338107.592996,501196.769855
3338107.211772,501195.845372
3338106.830548,501194.920889
3338106.449324,501193.996407
3338106.068101,501193.071924
3338105.686877,501192.147441
3338105.305653,501191.222958
3338104.924429,501190.298475
3338104.543205,501189.373993
3338104.161982,501188.449510
3338103.780758,501187.525027
3338103.399534,501186.600544
3338103.018310,501185.676061
3338102.637087,501184.751579
3338102.255863,501183.827096
3338101.874639,501182.902613
3338101.493415,501181.978130
3338101.112191,501181.053648
3338100.730968,501180.129165
3338100.349744,501179.204682
3338099.968520,501178.280199
3338099.587296,501177.355716
3338099.206072,501176.431234
3338098.824849,501175.506751
3338098.443625,501174.582268
